"Name","Live Bytes","Live Objects"
"net.i2p.router.tasks.UpdateRoutingKeyModifierJob","40 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.XMLVersionDetector","40 B (0%)","1 (0%)"
"sun.management.MappedMXBeanType$MapMXBeanType","40 B (0%)","1 (0%)"
"sun.java2d.loops.RenderLoops[]","40 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.validation.ValidationState","40 B (0%)","1 (0%)"
"java.lang.ClassCastException","40 B (0%)","1 (0%)"
"sun.awt.FontDescriptor[][][]","40 B (0%)","1 (0%)"
"net.i2p.router.transport.udp.PacketHandler$Handler[]","40 B (0%)","1 (0%)"
"net.i2p.data.i2np.DeliveryInstructions$LocalInstructions","40 B (0%)","1 (0%)"
"jdk.internal.icu.impl.BMPSet","40 B (0%)","1 (0%)"
"net.i2p.router.tasks.RouterWatchdog","40 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.util.Status[]","40 B (0%)","1 (0%)"
"sun.awt.X11GraphicsEnvironment","40 B (0%)","1 (0%)"
"java.util.stream.StreamOpFlag[]","40 B (0%)","1 (0%)"
"net.i2p.i2ptunnel.I2PTunnelHTTPServer$InternalGZIPOutputStream","40 B (0%)","1 (0%)"
"net.i2p.router.web.GraphGenerator","40 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MBeanServerDelegateImpl","40 B (0%)","1 (0%)"
"jdk.internal.event.SecurityProviderServiceEvent","40 B (0%)","1 (0%)"
"net.i2p.router.transport.CommSystemFacadeImpl$RDNSCacheFileWriter","40 B (0%)","1 (0%)"
"jdk.jfr.internal.LogLevel[]","40 B (0%)","1 (0%)"
"jdk.internal.event.ThreadSleepEvent","40 B (0%)","1 (0%)"
"net.i2p.crypto.EncAlgo[]","40 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityManager","40 B (0%)","1 (0%)"
"sun.font.FontDesignMetrics[]","40 B (0%)","1 (0%)"
"com.sun.management.internal.OperatingSystemImpl$SystemCpuTicks","40 B (0%)","1 (0%)"
"sun.text.IntHashtable","40 B (0%)","1 (0%)"
"net.i2p.router.tunnel.pool.BuildExecutor$Result[]","40 B (0%)","1 (0%)"
"net.i2p.router.tunnel.TunnelGatewayPumper","40 B (0%)","1 (0%)"
"net.i2p.router.tunnel.pool.BuildHandler$TunnelBuildReplyMessageHandlerJob","40 B (0%)","1 (0%)"
"java.util.HashMap$ValueSpliterator","40 B (0%)","1 (0%)"
"net.i2p.router.MessageHistory$ReinitializeJob","40 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription","40 B (0%)","1 (0%)"
"sun.security.ssl.X509TrustManagerImpl","40 B (0%)","1 (0%)"
"net.i2p.router.networkdb.reseed.ReseedChecker","40 B (0%)","1 (0%)"
"net.i2p.data.i2np.DeliveryInstructions","40 B (0%)","1 (0%)"
"java.time.format.TextStyle[]","40 B (0%)","1 (0%)"
"com.sun.management.internal.OperatingSystemImpl$ProcessCpuTicks","40 B (0%)","1 (0%)"
"net.i2p.util.TranslateReader$S[]","40 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer","40 B (0%)","1 (0%)"
"net.i2p.router.TunnelTestStatus[]","40 B (0%)","1 (0%)"
"jdk.internal.ref.CleanerImpl$CleanerCleanable","40 B (0%)","1 (0%)"
"org.klomp.snark.ConnectionAcceptor","40 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.XMLErrorReporter","40 B (0%)","1 (0%)"
"net.i2p.imagegen.IdenticonServlet","40 B (0%)","1 (0%)"
"java.time.format.SignStyle[]","40 B (0%)","1 (0%)"
"io.prometheus.metrics.core.metrics.Counter","40 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1","40 B (0%)","1 (0%)"
"java.lang.ArrayIndexOutOfBoundsException","40 B (0%)","1 (0%)"
"java.net.URL[]","40 B (0%)","2 (0%)"
"sun.nio.cs.StandardCharsets$Aliases","40 B (0%)","1 (0%)"
"net.i2p.router.transport.ntcp.Reader","40 B (0%)","1 (0%)"
"sun.nio.cs.StandardCharsets$Cache","40 B (0%)","1 (0%)"
"java.io.EOFException","40 B (0%)","1 (0%)"
"com.sun.management.internal.DiagnosticCommandImpl","40 B (0%)","1 (0%)"
"java.lang.Thread$State[]","40 B (0%)","1 (0%)"
"net.i2p.router.client.ClientListenerRunner","40 B (0%)","1 (0%)"
"sun.java2d.loops.SurfaceType[]","40 B (0%)","1 (0%)"
"net.i2p.util.SimpleTimer2","40 B (0%)","1 (0%)"
"java.text.RBCollationTables","40 B (0%)","1 (0%)"
"sun.text.UCompactIntArray","40 B (0%)","1 (0%)"
"sun.security.ssl.CipherSuite$MacAlg[]","40 B (0%)","1 (0%)"
"i2p.susi.dns.jsp.addressbook_jsp","40 B (0%)","1 (0%)"
"net.i2p.router.crypto.ratchet.ECIESAEADEngine","40 B (0%)","1 (0%)"
"sun.util.resources.Bundles$1","40 B (0%)","1 (0%)"
"java.lang.management.MemoryManagerMXBean[]","40 B (0%)","1 (0%)"
"java.lang.invoke.VarHandle$AccessType[]","40 B (0%)","1 (0%)"
"java.util.ResourceBundle$2","40 B (0%)","1 (0%)"
"sun.util.locale.InternalLocaleBuilder","40 B (0%)","1 (0%)"
"jdk.internal.event.VirtualThreadEndEvent","40 B (0%)","1 (0%)"
"net.i2p.data.DataFormatException","40 B (0%)","1 (0%)"
"org.eclipse.jetty.http.HttpCompliance[]","32 B (0%)","1 (0%)"
"net.i2p.imagegen.QRServlet","32 B (0%)","1 (0%)"
"org.apache.jasper.TrimSpacesOption[]","32 B (0%)","1 (0%)"
"net.i2p.router.transport.udp.PeerTestState$Role[]","32 B (0%)","1 (0%)"
"net.i2p.router.naming.BlockfileNamingService$DestEntry","32 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser","32 B (0%)","2 (0%)"
"net.i2p.i2ptunnel.I2PTunnelHTTPClientBase$AuthResult[]","32 B (0%)","1 (0%)"
"java.util.concurrent.ThreadLocalRandom","32 B (0%)","1 (0%)"
"javax.el.MapELResolver","32 B (0%)","2 (0%)"
"org.eclipse.jetty.http.pathmap.ServletPathSpec","32 B (0%)","1 (0%)"
"net.i2p.router.tunnel.TunnelDispatcher$Location[]","32 B (0%)","1 (0%)"
"net.i2p.sam.SessionRecord","32 B (0%)","1 (0%)"
"javax.servlet.jsp.el.ImplicitObjectELResolver$Scope$4","32 B (0%)","1 (0%)"
"javax.servlet.jsp.el.ImplicitObjectELResolver$Scope$5","32 B (0%)","1 (0%)"
"javax.servlet.jsp.el.ImplicitObjectELResolver$Scope$6","32 B (0%)","1 (0%)"
"javax.servlet.jsp.el.ImplicitObjectELResolver$Scope$7","32 B (0%)","1 (0%)"
"javax.servlet.jsp.el.ImplicitObjectELResolver$Scope$8","32 B (0%)","1 (0%)"
"javax.servlet.jsp.el.ImplicitObjectELResolver$Scope$9","32 B (0%)","1 (0%)"
"sun.security.ssl.SSLAlgorithmDecomposer","32 B (0%)","2 (0%)"
"javax.servlet.jsp.el.ImplicitObjectELResolver$Scope$1","32 B (0%)","1 (0%)"
"javax.servlet.jsp.el.ImplicitObjectELResolver$Scope$2","32 B (0%)","1 (0%)"
"javax.servlet.jsp.el.ImplicitObjectELResolver$Scope$3","32 B (0%)","1 (0%)"
"java.util.ServiceLoader$ModuleServicesLookupIterator","32 B (0%)","1 (0%)"
"org.eclipse.jetty.xml.XmlParser$Handler","32 B (0%)","1 (0%)"
"net.i2p.router.web.App","32 B (0%)","1 (0%)"
"jdk.internal.logger.BootstrapLogger$LoggingBackend[]","32 B (0%)","1 (0%)"
"java.lang.ThreadGroup[]","32 B (0%)","1 (0%)"
"jdk.internal.icu.text.NormalizerBase$Mode[]","32 B (0%)","1 (0%)"
"java.util.TreeMap$ValueIterator","32 B (0%)","1 (0%)"
"sun.security.provider.FileInputStreamPool$UnclosableInputStream","32 B (0%)","2 (0%)"
"java.util.stream.MatchOps$MatchKind[]","32 B (0%)","1 (0%)"
"sun.security.x509.NetscapeCertTypeExtension","32 B (0%)","1 (0%)"
"sun.security.ssl.SSLCipher$NullReadCipherGenerator","32 B (0%)","2 (0%)"
"net.i2p.router.networkdb.kademlia.BlindCache","32 B (0%)","1 (0%)"
"java.util.stream.StreamShape[]","32 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.Repository","32 B (0%)","1 (0%)"
"net.i2p.router.update.NewsTimerTask","32 B (0%)","1 (0%)"
"jdk.internal.module.ServicesCatalog[]","32 B (0%)","1 (0%)"
"jdk.jfr.internal.settings.CutoffSetting","32 B (0%)","1 (0%)"
"net.i2p.util.SecureFileOutputStream","32 B (0%)","1 (0%)"
"jdk.internal.icu.impl.Norm2AllModes$DecomposeNormalizer2","32 B (0%)","2 (0%)"
"org.eclipse.jetty.http.pathmap.PathSpecSet","32 B (0%)","2 (0%)"
"java.util.ImmutableCollections$Map1","32 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda.0x00007f41c8379818","32 B (0%)","2 (0%)"
"net.i2p.router.tunnel.pool.BuildHandler$ExplState[]","32 B (0%)","1 (0%)"
"javax.el.ResourceBundleELResolver","32 B (0%)","2 (0%)"
"sun.java2d.pipe.SpanShapeRenderer$Composite","32 B (0%)","2 (0%)"
"java.net.Proxy$Type[]","32 B (0%)","1 (0%)"
"java.util.JumboEnumSet","32 B (0%)","1 (0%)"
"java.util.regex.Pattern$Qtype[]","32 B (0%)","1 (0%)"
"jdk.internal.module.ArchivedModuleGraph","32 B (0%)","1 (0%)"
"com.sun.beans.util.Cache$Kind[]","32 B (0%)","1 (0%)"
"net.i2p.imagegen.RandomArtServlet","32 B (0%)","1 (0%)"
"sun.awt.AppContext$State[]","32 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.ProcessMetrics","32 B (0%)","1 (0%)"
"java.util.zip.ZipCoder$UTF8ZipCoder","32 B (0%)","1 (0%)"
"net.i2p.router.transport.TransportImpl$CleanupUnreachable","32 B (0%)","2 (0%)"
"java.time.format.ResolverStyle[]","32 B (0%)","1 (0%)"
"jdk.internal.org.objectweb.asm.ConstantDynamic","32 B (0%)","1 (0%)"
"sun.rmi.server.UnicastServerRef2","32 B (0%)","1 (0%)"
"net.i2p.i2pcontrol.servlets.jsonrpc2handlers.I2PControlHandler","32 B (0%)","1 (0%)"
"sun.awt.PostEventQueue","32 B (0%)","1 (0%)"
"sun.util.logging.PlatformLogger","32 B (0%)","2 (0%)"
"jdk.internal.icu.impl.UBiDiProps","32 B (0%)","1 (0%)"
"org.apache.commons.io.StandardLineSeparator[]","32 B (0%)","1 (0%)"
"net.i2p.data.i2np.DatabaseLookupMessage$Type[]","32 B (0%)","1 (0%)"
"org.eclipse.jetty.server.Response$OutputType[]","32 B (0%)","1 (0%)"
"sun.security.ec.point.ExtendedHomogeneousPoint$Immutable","32 B (0%)","1 (0%)"
"java.util.Collections$UnmodifiableCollection","32 B (0%)","2 (0%)"
"net.i2p.router.transport.udp.PacketPusher","32 B (0%)","1 (0%)"
"jdk.internal.icu.util.CodePointTrie$Data16","32 B (0%)","2 (0%)"
"net.i2p.router.transport.udp.EstablishmentManager$Establisher","32 B (0%)","1 (0%)"
"net.i2p.util.SimpleTimer2$TimedEventState[]","32 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$ConnectionHandler$$Lambda.0x00007f41c82e3b38","32 B (0%)","2 (0%)"
"sun.security.util.math.intpoly.IntegerPolynomial25519","32 B (0%)","1 (0%)"
"org.apache.el.parser.AstString","32 B (0%)","1 (0%)"
"org.eclipse.jetty.util.IteratingCallback$Action[]","32 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIServerImpl_Stub","32 B (0%)","2 (0%)"
"net.i2p.router.transport.ntcp.NTCPSendFinisher","32 B (0%)","1 (0%)"
"java.text.Normalizer$Form[]","32 B (0%)","1 (0%)"
"jdk.internal.module.ModuleTarget","32 B (0%)","2 (0%)"
"net.i2p.crypto.eddsa.spec.EdDSANamedCurveSpec","32 B (0%)","1 (0%)"
"sun.net.www.protocol.jar.Handler","32 B (0%)","2 (0%)"
"jdk.jfr.internal.settings.ThrottleSetting","32 B (0%)","1 (0%)"
"sun.security.ec.ed.Ed25519Operations","32 B (0%)","1 (0%)"
"java.net.StandardProtocolFamily[]","32 B (0%)","1 (0%)"
"sun.security.ssl.SSLCipher$T13GcmReadCipherGenerator","32 B (0%)","2 (0%)"
"java.util.stream.ReduceOps$3ReducingSink","32 B (0%)","1 (0%)"
"java.awt.Queue[]","32 B (0%)","1 (0%)"
"com.docuverse.identicon.NineBlockIdenticonRenderer2","32 B (0%)","1 (0%)"
"io.prometheus.metrics.exporter.common.PrometheusScrapeHandler","32 B (0%)","1 (0%)"
"sun.security.ssl.SSLCipher$T13GcmWriteCipherGenerator","32 B (0%)","2 (0%)"
"org.eclipse.jetty.util.ssl.SslContextFactory$Factory","32 B (0%)","1 (0%)"
"org.apache.el.lang.ExpressionBuilder$SynchronizedStack","32 B (0%)","1 (0%)"
"net.i2p.router.transport.ntcp.NTCP2Payload$TerminationBlock","32 B (0%)","1 (0%)"
"sun.security.ssl.CipherType[]","32 B (0%)","1 (0%)"
"java.lang.ProcessImpl$LaunchMechanism[]","32 B (0%)","1 (0%)"
"sun.security.util.math.intpoly.P256OrderField","32 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$Modifier[]","32 B (0%)","1 (0%)"
"javax.servlet.jsp.el.ImplicitObjectELResolver$Scope$10","32 B (0%)","1 (0%)"
"javax.servlet.jsp.el.ImplicitObjectELResolver$Scope$11","32 B (0%)","1 (0%)"
"sun.security.ssl.CipherSuite$HashAlg[]","32 B (0%)","1 (0%)"
"jdk.jfr.internal.periodic.Batch","32 B (0%)","1 (0%)"
"org.eclipse.jetty.server.HttpChannelState$Interest[]","32 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLElementDecl","32 B (0%)","1 (0%)"
"com.sun.management.internal.OperatingSystemImpl","32 B (0%)","1 (0%)"
"sun.security.ssl.ClientAuthType[]","32 B (0%)","1 (0%)"
"java.util.ResourceBundle$SingleFormatControl","32 B (0%)","2 (0%)"
"net.i2p.i2ptunnel.access.FilterDefinition","32 B (0%)","1 (0%)"
"jdk.internal.reflect.MethodHandleBooleanFieldAccessorImpl","32 B (0%)","1 (0%)"
"java.time.temporal.IsoFields$Field[]","32 B (0%)","1 (0%)"
"jdk.internal.icu.text.UnicodeSet$SpanCondition[]","32 B (0%)","1 (0%)"
"net.i2p.i2ptunnel.access.Recorder[]","32 B (0%)","1 (0%)"
"java.util.concurrent.Semaphore$FairSync","32 B (0%)","1 (0%)"
"net.i2p.router.transport.ntcp.Writer","32 B (0%)","1 (0%)"
"sun.security.util.math.intpoly.IntegerPolynomial448","32 B (0%)","1 (0%)"
"java.util.zip.ZipCoder$Comparison[]","32 B (0%)","1 (0%)"
"org.eclipse.jetty.server.handler.ContextHandler$Availability[]","32 B (0%)","1 (0%)"
"sun.security.ec.point.ProjectivePoint$Immutable[][]","32 B (0%)","1 (0%)"
"org.eclipse.jetty.http.HttpScheme[]","32 B (0%)","1 (0%)"
"net.i2p.router.tunnel.pool.ParticipatingThrottler$Result[]","32 B (0%)","1 (0%)"
"net.i2p.router.networkdb.kademlia.FloodfillDatabaseStoreMessageHandler","32 B (0%)","1 (0%)"
"sun.security.ssl.SSLCipher$NullWriteCipherGenerator","32 B (0%)","2 (0%)"
"com.sun.management.internal.GcInfoCompositeData","32 B (0%)","1 (0%)"
"java.util.concurrent.CompletableFuture$AsyncRun","32 B (0%)","1 (0%)"
"java.text.DontCareFieldPosition","32 B (0%)","1 (0%)"
"net.i2p.router.transport.Transport$AddressSource[]","32 B (0%)","1 (0%)"
"java.security.AllPermissionCollection","32 B (0%)","2 (0%)"
"net.i2p.router.startup.RouterAppManager","32 B (0%)","1 (0%)"
"jdk.jfr.internal.Repository","32 B (0%)","1 (0%)"
"sun.security.util.math.intpoly.IntegerPolynomialP521","32 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$Requires$Modifier[]","32 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$LeaseInfo","32 B (0%)","1 (0%)"
"jdk.proxy1.$Proxy13","32 B (0%)","2 (0%)"
"jdk.proxy1.$Proxy14","32 B (0%)","2 (0%)"
"jdk.proxy1.$Proxy12","32 B (0%)","2 (0%)"
"javax.el.ListELResolver","32 B (0%)","2 (0%)"
"java.lang.ref.NativeReferenceQueue$Lock","32 B (0%)","2 (0%)"
"jdk.proxy1.$Proxy21","32 B (0%)","2 (0%)"
"org.eclipse.jetty.util.security.Password","32 B (0%)","2 (0%)"
"io.prometheus.metrics.config.ExporterFilterProperties","32 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.GetPropertyAction","32 B (0%)","2 (0%)"
"org.klomp.snark.BandwidthManager","32 B (0%)","1 (0%)"
"sun.management.jmxremote.SingleEntryRegistry","32 B (0%)","1 (0%)"
"sun.security.ssl.ServerHello$T13HelloRetryRequestConsumer","32 B (0%)","2 (0%)"
"java.nio.ByteOrder","32 B (0%)","2 (0%)"
"org.eclipse.jetty.servlet.ErrorPageErrorHandler$PageLookupTechnique[]","32 B (0%)","1 (0%)"
"net.i2p.router.news.NewsManager","32 B (0%)","1 (0%)"
"org.eclipse.jetty.util.component.ContainerLifeCycle$Managed[]","32 B (0%)","1 (0%)"
"sun.security.ssl.SSLCipher$T12GcmWriteCipherGenerator","32 B (0%)","2 (0%)"
"java.lang.Boolean","32 B (0%)","2 (0%)"
"org.eclipse.jetty.webapp.MetaDataComplete[]","32 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.util.NamespaceSupport","32 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$1","32 B (0%)","2 (0%)"
"sun.java2d.marlin.DMarlinRenderingEngine$NormMode[]","32 B (0%)","1 (0%)"
"org.rrd4j.core.RrdRandomAccessFileBackendFactory","32 B (0%)","1 (0%)"
"net.i2p.client.SendMessageOptions","32 B (0%)","1 (0%)"
"jdk.internal.icu.text.NormalizerBase$ModeImpl","32 B (0%)","2 (0%)"
"org.apache.el.parser.JJTELParserState","32 B (0%)","1 (0%)"
"sun.security.provider.NativePRNG$Variant[]","32 B (0%)","1 (0%)"
"org.apache.el.stream.StreamELResolverImpl","32 B (0%)","2 (0%)"
"net.i2p.crypto.YKGenerator$YKPrecalcRunner","32 B (0%)","1 (0%)"
"java.util.regex.Pattern$NotBehind","32 B (0%)","1 (0%)"
"sun.security.util.math.intpoly.Curve25519OrderField","32 B (0%)","1 (0%)"
"net.i2p.router.message.OutboundClientMessageOneShotJob$Result[]","32 B (0%)","1 (0%)"
"net.i2p.router.peermanager.PeerManagerFacadeImpl","32 B (0%)","1 (0%)"
"net.i2p.router.networkdb.kademlia.PersistentDataStore$Writer","32 B (0%)","1 (0%)"
"java.awt.color.ICC_ProfileGray","32 B (0%)","1 (0%)"
"java.lang.Shutdown$Lock","32 B (0%)","2 (0%)"
"sun.nio.ch.NativeSocketAddress[]","32 B (0%)","1 (0%)"
"jdk.net.ExtendedSocketOptions$1","32 B (0%)","1 (0%)"
"org.eclipse.jetty.http.HttpVersion[]","32 B (0%)","1 (0%)"
"jdk.internal.loader.ArchivedClassLoaders","32 B (0%)","1 (0%)"
"sun.security.ssl.SSLCipher$T12GcmReadCipherGenerator","32 B (0%)","2 (0%)"
"com.sun.beans.finder.BeanInfoFinder","32 B (0%)","1 (0%)"
"sun.security.util.math.intpoly.IntegerPolynomialP384","32 B (0%)","1 (0%)"
"java.beans.ThreadGroupContext$1","32 B (0%)","1 (0%)"
"net.i2p.router.StatisticsManager","32 B (0%)","1 (0%)"
"net.i2p.router.tunnel.pool.IdleTunnelMonitor","32 B (0%)","1 (0%)"
"java.nio.file.attribute.PosixFilePermissions$1","32 B (0%)","2 (0%)"
"net.i2p.router.tunnel.pool.ParticipatingThrottler","32 B (0%)","1 (0%)"
"java.io.ObjectInputFilter$Status[]","32 B (0%)","1 (0%)"
"jdk.xml.internal.XMLSecurityManager$NameMap[]","32 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator","32 B (0%)","2 (0%)"
"sun.management.MappedMXBeanType$InProgress","32 B (0%)","1 (0%)"
"jdk.internal.icu.impl.UCharacterProperty$1","32 B (0%)","1 (0%)"
"org.eclipse.jetty.security.UserDataConstraint[]","32 B (0%)","1 (0%)"
"sun.security.util.math.intpoly.P384OrderField","32 B (0%)","1 (0%)"
"sun.nio.fs.LinuxFileSystem","32 B (0%)","1 (0%)"
"net.i2p.client.streaming.impl.ConnectionOptions$AckInit[]","32 B (0%)","1 (0%)"
"javax.el.StaticFieldELResolver","32 B (0%)","2 (0%)"
"sun.security.ssl.SignatureScheme$SigAlgParamSpec[]","32 B (0%)","1 (0%)"
"net.i2p.i2ptunnel.access.DefinitionParser$Rule[]","32 B (0%)","1 (0%)"
"net.i2p.i2ptunnel.I2PTunnelHTTPServer$Sender","32 B (0%)","1 (0%)"
"net.i2p.router.RouterThrottleImpl","32 B (0%)","1 (0%)"
"net.metanotion.io.data.IntBytes","32 B (0%)","2 (0%)"
"java.lang.invoke.VarHandleByteArrayAsDoubles$ArrayHandle","32 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap[]","32 B (0%)","1 (0%)"
"javax.el.CompositeELResolver","32 B (0%)","1 (0%)"
"sun.util.resources.LocaleData","32 B (0%)","2 (0%)"
"sun.awt.image.BufferedImageDevice","32 B (0%)","1 (0%)"
"javax.el.ArrayELResolver","32 B (0%)","2 (0%)"
"com.sun.management.GarbageCollectionNotificationInfo","32 B (0%)","1 (0%)"
"java.util.ArrayList$SubList","32 B (0%)","1 (0%)"
"sun.security.util.math.intpoly.Curve448OrderField","32 B (0%)","1 (0%)"
"java.lang.invoke.VarHandleByteArrayAsChars$ArrayHandle","32 B (0%)","1 (0%)"
"sun.security.provider.JavaKeyStore$JKS","32 B (0%)","2 (0%)"
"org.eclipse.jetty.util.JavaVersion","32 B (0%)","1 (0%)"
"sun.security.util.math.intpoly.IntegerPolynomialP256","32 B (0%)","1 (0%)"
"sun.java2d.pipe.PixelToShapeConverter","32 B (0%)","2 (0%)"
"jdk.internal.icu.util.CodePointTrie$ValueWidth[]","32 B (0%)","1 (0%)"
"sun.security.util.math.intpoly.P521OrderField","32 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$SettingsParser[]","32 B (0%)","1 (0%)"
"java.beans.ThreadGroupContext","32 B (0%)","1 (0%)"
"sun.java2d.StateTrackable$State[]","32 B (0%)","1 (0%)"
"org.apache.el.parser.AstEqual","32 B (0%)","1 (0%)"
"javax.xml.catalog.CatalogFeatures$Feature[]","32 B (0%)","1 (0%)"
"sun.security.ec.ed.Ed448Operations","32 B (0%)","1 (0%)"
"java.time.temporal.JulianFields$Field[]","32 B (0%)","1 (0%)"
"java.lang.invoke.VarHandleByteArrayAsFloats$ArrayHandle","32 B (0%)","1 (0%)"
"sun.security.ssl.ServerHello$T12ServerHelloConsumer","32 B (0%)","2 (0%)"
"net.i2p.client.SendMessageOptions$GzipOption[]","32 B (0%)","1 (0%)"
"java.time.zone.ZoneOffsetTransitionRule$TimeDefinition[]","32 B (0%)","1 (0%)"
"sun.management.jmxremote.ConnectorBootstrap$PermanentExporter","32 B (0%)","2 (0%)"
"org.eclipse.jetty.server.ShutdownMonitor","32 B (0%)","1 (0%)"
"org.rrd4j.core.RrdMemoryBackendFactory","32 B (0%)","1 (0%)"
"org.eclipse.jetty.util.resource.PathResource","32 B (0%)","1 (0%)"
"java.lang.invoke.MethodHandleImpl$ArrayAccess[]","32 B (0%)","1 (0%)"
"jdk.internal.org.objectweb.asm.Handle","32 B (0%)","1 (0%)"
"org.apache.el.ExpressionFactoryImpl","32 B (0%)","2 (0%)"
"sun.security.ssl.ServerHello$T13ServerHelloConsumer","32 B (0%)","2 (0%)"
"org.eclipse.jetty.servlet.BaseHolder$Source[]","32 B (0%)","1 (0%)"
"io.prometheus.metrics.core.metrics.SummaryWithCallback","32 B (0%)","1 (0%)"
"java.lang.invoke.VarHandleByteArrayAsShorts$ArrayHandle","32 B (0%)","1 (0%)"
"net.i2p.router.util.EventLog","32 B (0%)","1 (0%)"
"java.lang.Module$ArchivedData","32 B (0%)","1 (0%)"
"net.i2p.i2ptunnel.access.FilterDefinitionElement[]","24 B (0%)","1 (0%)"
"com.sun.imageio.spi.InputStreamImageInputStreamSpi","24 B (0%)","1 (0%)"
"jdk.internal.jimage.ImageReader","24 B (0%)","1 (0%)"
"net.i2p.util.Addresses$Inet6Addr","24 B (0%)","1 (0%)"
"org.eclipse.jetty.http.HttpGenerator$1","24 B (0%)","1 (0%)"
"java.util.Locale$Cache","24 B (0%)","1 (0%)"
"jdk.internal.module.ModuleBootstrap$SafeModuleFinder","24 B (0%)","1 (0%)"
"io.prometheus.metrics.config.ExporterProperties","24 B (0%)","1 (0%)"
"javax.net.ssl.SSLContext","24 B (0%)","1 (0%)"
"net.i2p.router.tunnel.pool.ClientPeerSelector","24 B (0%)","1 (0%)"
"sun.security.util.DisabledAlgorithmConstraints$jdkCAConstraint","24 B (0%)","1 (0%)"
"java.util.concurrent.atomic.Striped64$Cell[]","24 B (0%)","1 (0%)"
"org.tanukisoftware.wrapper.WrapperManager$WrapperTickEventImpl","24 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager","24 B (0%)","1 (0%)"
"net.i2p.i2ptunnel.I2PTunnelServer$Handler","24 B (0%)","1 (0%)"
"net.i2p.router.web.jsp.tunnels_jsp","24 B (0%)","1 (0%)"
"net.i2p.crypto.eddsa.math.bigint.BigIntegerLittleEndianEncoding","24 B (0%)","1 (0%)"
"net.i2p.router.web.jsp.viewstat_jsp","24 B (0%)","1 (0%)"
"java.net.SocketPermissionCollection","24 B (0%)","1 (0%)"
"net.i2p.router.transport.ntcp.NTCP2Payload$RIBlock","24 B (0%)","1 (0%)"
"sun.nio.cs.StandardCharsets","24 B (0%)","1 (0%)"
"java.net.Inet6AddressImpl","24 B (0%)","1 (0%)"
"java.time.zone.TzdbZoneRulesProvider","24 B (0%)","1 (0%)"
"sun.util.locale.provider.DateFormatProviderImpl","24 B (0%)","1 (0%)"
"net.i2p.data.KeyCertificate$Ed25519Cert","24 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLAttributeDecl","24 B (0%)","1 (0%)"
"com.sun.imageio.spi.FileImageOutputStreamSpi","24 B (0%)","1 (0%)"
"sun.security.ec.ParametersMap","24 B (0%)","1 (0%)"
"sun.management.RuntimeImpl","24 B (0%)","1 (0%)"
"org.eclipse.jetty.servlet.ServletHolder$JspContainer[]","24 B (0%)","1 (0%)"
"sun.security.ssl.SunX509KeyManagerImpl","24 B (0%)","1 (0%)"
